hyp -> con,       occurrence(hyp),     occurrence(con),      support(rule),       confidence,      classical index,         entropic index,   implifiance index,  classical simi,       entropic simi
Discret -> Vif, 19.0000000000000000, 24.0000000000000000, 46.3414634146341484, 63.1578947368421026, 52.9890737190067824, 68.8997940300007627, 41.3695701873921706, 60.3834986686706543, 0.0000000000000000
Vif -> Agressif, 24.0000000000000000, 19.0000000000000000, 58.5365853658536537, 41.6666666666666714, 31.2479599633716845, 23.0174487295577492, 19.4955586993561205, 36.8276655673980713, 0.0000000000000000
Agressif -> Vif, 19.0000000000000000, 24.0000000000000000, 46.3414634146341484, 52.6315789473684177, 26.8364409099145504, 44.9408482897496597, 18.9320125931368786, 36.8276655673980713, 0.0000000000000000
Vif -> Bete, 24.0000000000000000, 18.0000000000000000, 58.5365853658536537, 33.3333333333333286, 19.9546674047052619, 14.6052837474963759, 11.2617720073725796, 21.7269748449325562, 0.0000000000000000
Bete -> Vif, 18.0000000000000000, 24.0000000000000000, 43.9024390243902474, 44.4444444444444429, 13.4641074337441999, 28.9038217105112061, 8.8063150495507987, 21.7269748449325562, 0.0000000000000000
Vif -> Malin, 24.0000000000000000, 18.0000000000000000, 58.5365853658536537, 50.0000000000000000, 58.6821996156977832, 42.4706630474072639, 41.0360072368708799, 67.3945665359497070, 0.0000000000000000
Malin -> Vif, 18.0000000000000000, 24.0000000000000000, 43.9024390243902474, 66.6666666666666572, 61.6825194390336122, 74.9539568811103578, 49.9890899448439541, 67.3945665359497070, 0.0000000000000000
Vif -> Mysterieux, 24.0000000000000000, 18.0000000000000000, 58.5365853658536537, 58.3333333333333357, 78.5981220318533502, 63.6314803794532793, 59.5587051087599804, 85.7008576393127441, 0.0000000000000000
Mysterieux -> Vif, 18.0000000000000000, 24.0000000000000000, 43.9024390243902474, 77.7777777777777857, 86.5247610664880824, 84.9571277754028387, 75.9850054689523375, 85.7008576393127441, 0.0000000000000000
Vif -> Comique, 24.0000000000000000, 17.0000000000000000, 58.5365853658536537, 29.1666666666666679, 17.6294712023967293, 12.0639307678885359, 9.5210026260651546, 17.4754470586776733, 0.0000000000000000
Comique -> Vif, 17.0000000000000000, 24.0000000000000000, 41.4634146341463392, 41.1764705882352899, 10.2019556867753778, 26.2490852212424564, 6.5464822113707797, 17.4754470586776733, 0.0000000000000000
Vif -> Rapide, 24.0000000000000000, 17.0000000000000000, 58.5365853658536537, 45.8333333333333286, 54.0713505167268380, 34.5771677536532920, 36.6064773490351030, 63.0231022834777832, 0.0000000000000000
Rapide -> Vif, 17.0000000000000000, 24.0000000000000000, 41.4634146341463392, 64.7058823529411740, 55.7531755723562412, 73.8650989390014558, 44.8478358389407177, 63.0231022834777832, 0.0000000000000000
Vif -> Angoissant, 24.0000000000000000, 17.0000000000000000, 58.5365853658536537, 50.0000000000000000, 64.6325680352876049, 46.0956559527848455, 45.7021271432527598, 74.1981863975524902, 0.0000000000000000
Angoissant -> Vif, 17.0000000000000000, 24.0000000000000000, 41.4634146341463392, 70.5882352941176521, 70.5478342374412648, 79.9085679612962139, 59.2720363523990130, 74.1981863975524902, 0.0000000000000000
Vif -> Silencieux, 24.0000000000000000, 16.0000000000000000, 58.5365853658536537, 54.1666666666666643, 78.9803077254620121, 59.3748891693925742, 58.6136620421820496, 88.2482051849365234, 0.0000000000000000
Silencieux -> Vif, 16.0000000000000000, 24.0000000000000000, 39.0243902439024382, 81.2500000000000000, 89.7054137586745526, 87.6784828580810256, 81.1323909433146753, 88.2482051849365234, 0.0000000000000000
Vif -> Doux, 24.0000000000000000, 16.0000000000000000, 58.5365853658536537, 37.5000000000000000, 39.4490236511865575, 22.6933596761633787, 24.5504283399665297, 45.2421486377716064, 0.0000000000000000
Doux -> Vif, 16.0000000000000000, 24.0000000000000000, 39.0243902439024382, 56.2500000000000000, 34.6950839362937486, 63.7565213168693390, 26.3139680989115874, 45.2421486377716064, 0.0000000000000000
Vif -> Sale, 24.0000000000000000, 15.0000000000000000, 58.5365853658536537, 16.6666666666666643, 9.2486032124093676, 5.2644713487104839, 4.0957440645851708, 5.3340569138526917, 0.0000000000000000
Sale -> Vif, 15.0000000000000000, 24.0000000000000000, 36.5853658536585371, 26.6666666666666679, 2.5504908805084270, 13.5150408089274858, 1.4126726605162925, 5.3340569138526917, 0.0000000000000000
Vif -> Calme, 24.0000000000000000, 15.0000000000000000, 58.5365853658536537, 29.1666666666666679, 27.0005165164399443, 14.5485251187700939, 15.2198741787868492, 27.3963630199432373, 0.0000000000000000
Calme -> Vif, 15.0000000000000000, 24.0000000000000000, 36.5853658536585371, 46.6666666666666643, 17.6236791333978644, 44.6968335400226522, 12.4250077833905745, 27.3963630199432373, 0.0000000000000000
Vif -> Bruyant, 24.0000000000000000, 14.0000000000000000, 58.5365853658536537, 29.1666666666666679, 32.2553950978807649, 15.7057843090097577, 18.4919676280339864, 33.8164120912551880, 0.0000000000000000
Bruyant -> Vif, 14.0000000000000000, 24.0000000000000000, 34.1463414634146361, 50.0000000000000000, 22.9621397809763224, 55.1330227177986103, 16.9099618228166975, 33.8164120912551880, 0.0000000000000000
Vif -> Dangereux, 24.0000000000000000, 14.0000000000000000, 58.5365853658536537, 45.8333333333333286, 70.9319432986224285, 42.4959225599575916, 49.5254336519153924, 83.6406946182250977, 0.0000000000000000
Dangereux -> Vif, 14.0000000000000000, 24.0000000000000000, 34.1463414634146361, 78.5714285714285694, 83.0516801999778664, 86.9140447701841481, 74.4876655972829980, 83.6406946182250977, 0.0000000000000000
Vif -> Souple, 24.0000000000000000, 14.0000000000000000, 58.5365853658536537, 41.6666666666666714, 61.4106397239632642, 32.8606600628362173, 41.0994214217455252, 73.5809206962585449, 0.0000000000000000
Souple -> Vif, 14.0000000000000000, 24.0000000000000000, 34.1463414634146361, 71.4285714285714306, 68.7977491086554807, 82.5658819969428635, 59.1446993169569737, 73.5809206962585449, 0.0000000000000000
Vif -> Intelligent, 24.0000000000000000, 14.0000000000000000, 58.5365853658536537, 37.5000000000000000, 51.3784369331028898, 25.8772378414786104, 32.8278979853580921, 61.0705792903900146, 0.0000000000000000
Intelligent -> Vif, 14.0000000000000000, 24.0000000000000000, 34.1463414634146361, 64.2857142857142918, 52.2492827684861041, 76.5691045244042385, 42.8836786371266072, 61.0705792903900146, 0.0000000000000000
Vif -> Ruse, 24.0000000000000000, 14.0000000000000000, 58.5365853658536537, 37.5000000000000000, 51.3784369331028898, 25.8772378414786104, 32.8278979853580921, 61.0705792903900146, 0.0000000000000000
Ruse -> Vif, 14.0000000000000000, 24.0000000000000000, 34.1463414634146361, 64.2857142857142918, 52.2492827684861041, 76.5691045244042385, 42.8836786371266072, 61.0705792903900146, 0.0000000000000000
Vif -> Velu, 24.0000000000000000, 13.0000000000000000, 58.5365853658536537, 29.1666666666666679, 37.7484148610277117, 16.8202339377786210, 21.9623638591995736, 41.2530690431594849, 0.0000000000000000
Velu -> Vif, 13.0000000000000000, 24.0000000000000000, 31.7073170731707314, 53.8461538461538467, 29.6812067391485250, 64.8510660649188111, 22.8037445217064203, 41.2530690431594849, 0.0000000000000000
Vif -> Dynamique, 24.0000000000000000, 13.0000000000000000, 58.5365853658536537, 37.5000000000000000, 57.1449989581477666, 27.4637615016059833, 36.9132578441588635, 69.2859172821044922, 0.0000000000000000
Dynamique -> Vif, 13.0000000000000000, 24.0000000000000000, 31.7073170731707314, 69.2307692307692264, 62.5126087761158189, 81.5372811870504961, 53.3231774240239673, 69.2859172821044922, 0.0000000000000000
Vif -> Majestueux, 24.0000000000000000, 13.0000000000000000, 58.5365853658536537, 37.5000000000000000, 57.1449989581477666, 27.4637615016059833, 36.9132578441588635, 69.2859172821044922, 0.0000000000000000
Majestueux -> Vif, 13.0000000000000000, 24.0000000000000000, 31.7073170731707314, 69.2307692307692264, 62.5126087761158189, 81.5372811870504961, 53.3231774240239673, 69.2859172821044922, 0.0000000000000000
Vif -> Fragile, 24.0000000000000000, 13.0000000000000000, 58.5365853658536537, 29.1666666666666679, 37.7484148610277117, 16.8202339377786210, 21.9623638591995736, 41.2530690431594849, 0.0000000000000000
Fragile -> Vif, 13.0000000000000000, 24.0000000000000000, 31.7073170731707314, 53.8461538461538467, 29.6812067391485250, 64.8510660649188111, 22.8037445217064203, 41.2530690431594849, 0.0000000000000000
Vif -> Insouciant, 24.0000000000000000, 12.0000000000000000, 58.5365853658536537, 37.5000000000000000, 62.6332917132819347, 29.1199343740697500, 40.8550327683978125, 77.1988987922668457, 0.0000000000000000
Insouciant -> Vif, 12.0000000000000000, 24.0000000000000000, 29.2682926829268268, 75.0000000000000000, 73.1533616597569676, 85.6962962232474723, 64.8514039936186464, 77.1988987922668457, 0.0000000000000000
Vif -> Agile, 24.0000000000000000, 12.0000000000000000, 58.5365853658536537, 37.5000000000000000, 62.6332917132819347, 29.1199343740697500, 40.8550327683978125, 77.1988987922668457, 0.0000000000000000
Agile -> Vif, 12.0000000000000000, 24.0000000000000000, 29.2682926829268268, 75.0000000000000000, 73.1533616597569676, 85.6962962232474723, 64.8514039936186464, 77.1988987922668457, 0.0000000000000000
Vif -> Enervant, 24.0000000000000000, 12.0000000000000000, 58.5365853658536537, 33.3333333333333286, 52.9911638025464953, 22.9182787173956157, 32.9465149870018621, 64.3602490425109863, 0.0000000000000000
Enervant -> Vif, 12.0000000000000000, 24.0000000000000000, 29.2682926829268268, 66.6666666666666572, 55.5216636028491948, 80.1819753098032209, 46.9151666592736802, 64.3602490425109863, 0.0000000000000000
Vif -> Mou, 24.0000000000000000, 11.0000000000000000, 58.5365853658536537, 25.0000000000000000, 39.6737629916092303, 14.5921801932078186, 22.3101964559893631, 43.1320637464523315, 0.0000000000000000
Mou -> Vif, 11.0000000000000000, 24.0000000000000000, 26.8292682926829293, 54.5454545454545396, 30.7519611417042640, 68.3084922338774305, 24.2239822552042341, 43.1320637464523315, 0.0000000000000000
Vif -> Leger, 24.0000000000000000, 10.0000000000000000, 58.5365853658536537, 33.3333333333333286, 63.7779013585984629, 25.5940765548318296, 40.4177657117207616, 81.2494397163391113, 0.0000000000000000
Leger -> Vif, 10.0000000000000000, 24.0000000000000000, 24.3902439024390247, 80.0000000000000000, 78.2564801593563715, 88.5077541485775043, 71.7304229087104233, 81.2494397163391113, 0.0000000000000000
Vif -> Froid, 24.0000000000000000, 10.0000000000000000, 58.5365853658536537, 29.1666666666666679, 54.4991430895928914, 20.0165736584457647, 32.8324248432445813, 68.2180762290954590, 0.0000000000000000
Froid -> Vif, 10.0000000000000000, 24.0000000000000000, 24.3902439024390247, 70.0000000000000000, 59.4585199511997189, 83.5558741725035929, 51.8093785601331902, 68.2180762290954590, 0.0000000000000000
Vif -> Lourd, 24.0000000000000000, 10.0000000000000000, 58.5365853658536537, 16.6666666666666643, 28.1051353833530975, 8.3581908949010089, 13.8597570295073353, 22.1792280673980713, 0.0000000000000000
Lourd -> Vif, 10.0000000000000000, 24.0000000000000000, 24.3902439024390247, 40.0000000000000000, 12.6472687279283633, 42.5205334260245138, 9.0208546509239227, 22.1792280673980713, 0.0000000000000000
Vif -> Violent, 24.0000000000000000, 10.0000000000000000, 58.5365853658536537, 29.1666666666666679, 54.4991430895928914, 20.0165736584457647, 32.8324248432445813, 68.2180762290954590, 0.0000000000000000
Violent -> Vif, 10.0000000000000000, 24.0000000000000000, 24.3902439024390247, 70.0000000000000000, 59.4585199511997189, 83.5558741725035929, 51.8093785601331902, 68.2180762290954590, 0.0000000000000000
Vif -> Sanguinaire, 24.0000000000000000, 10.0000000000000000, 58.5365853658536537, 29.1666666666666679, 54.4991430895928914, 20.0165736584457647, 32.8324248432445813, 68.2180762290954590, 0.0000000000000000
Sanguinaire -> Vif, 10.0000000000000000, 24.0000000000000000, 24.3902439024390247, 70.0000000000000000, 59.4585199511997189, 83.5558741725035929, 51.8093785601331902, 68.2180762290954590, 0.0000000000000000
Vif -> Lointain, 24.0000000000000000, 10.0000000000000000, 58.5365853658536537, 29.1666666666666679, 54.4991430895928914, 20.0165736584457647, 32.8324248432445813, 68.2180762290954590, 0.0000000000000000
Lointain -> Vif, 10.0000000000000000, 24.0000000000000000, 24.3902439024390247, 70.0000000000000000, 59.4585199511997189, 83.5558741725035929, 51.8093785601331902, 68.2180762290954590, 0.0000000000000000
Vif -> Sauvage, 24.0000000000000000, 10.0000000000000000, 58.5365853658536537, 20.8333333333333357, 36.2110307857403413, 11.6116903020750613, 19.2968075845099456, 36.2106472253799438, 0.0000000000000000
Sauvage -> Vif, 10.0000000000000000, 24.0000000000000000, 24.3902439024390247, 50.0000000000000000, 23.8139642322828138, 60.6913326301510381, 18.3551221604619172, 36.2106472253799438, 0.0000000000000000
Vif -> Obeissant, 24.0000000000000000, 10.0000000000000000, 58.5365853658536537, 20.8333333333333357, 36.2110307857403413, 11.6116903020750613, 19.2968075845099456, 36.2106472253799438, 0.0000000000000000
Obeissant -> Vif, 10.0000000000000000, 24.0000000000000000, 24.3902439024390247, 50.0000000000000000, 23.8139642322828138, 60.6913326301510381, 18.3551221604619172, 36.2106472253799438, 0.0000000000000000
Vif -> Raffine, 24.0000000000000000, 10.0000000000000000, 58.5365853658536537, 20.8333333333333357, 36.2110307857403413, 11.6116903020750613, 19.2968075845099456, 36.2106472253799438, 0.0000000000000000
Raffine -> Vif, 10.0000000000000000, 24.0000000000000000, 24.3902439024390247, 50.0000000000000000, 23.8139642322828138, 60.6913326301510381, 18.3551221604619172, 36.2106472253799438, 0.0000000000000000
Vif -> Colore, 24.0000000000000000, 9.0000000000000000, 58.5365853658536537, 16.6666666666666643, 32.9778931131054804, 8.9016770566079728, 16.4889465565527402, 29.0280103683471680, 0.0000000000000000
Colore -> Vif, 9.0000000000000000, 24.0000000000000000, 21.9512195121951237, 44.4444444444444429, 17.4466743970515878, 50.4306838272508529, 13.0572015425315637, 29.0280103683471680, 0.0000000000000000
Vif -> Sinistre, 24.0000000000000000, 9.0000000000000000, 58.5365853658536537, 20.8333333333333357, 41.4960478484758610, 12.2973652612605076, 22.3817875941727884, 45.3473925590515137, 0.0000000000000000
Sinistre -> Vif, 9.0000000000000000, 24.0000000000000000, 21.9512195121951237, 55.5555555555555571, 31.8909820020374930, 71.4318307661662288, 25.7468067854927725, 45.3473925590515137, 0.0000000000000000
Vif -> Fort, 24.0000000000000000, 9.0000000000000000, 58.5365853658536537, 16.6666666666666643, 32.9778931131054804, 8.9016770566079728, 16.4889465565527402, 29.0280103683471680, 0.0000000000000000
Fort -> Vif, 9.0000000000000000, 24.0000000000000000, 21.9512195121951237, 44.4444444444444429, 17.4466743970515878, 50.4306838272508529, 13.0572015425315637, 29.0280103683471680, 0.0000000000000000
Vif -> Attirant, 24.0000000000000000, 9.0000000000000000, 58.5365853658536537, 20.8333333333333357, 41.4960478484758610, 12.2973652612605076, 22.3817875941727884, 45.3473925590515137, 0.0000000000000000
Attirant -> Vif, 9.0000000000000000, 24.0000000000000000, 21.9512195121951237, 55.5555555555555571, 31.8909820020374930, 71.4318307661662288, 25.7468067854927725, 45.3473925590515137, 0.0000000000000000
Vif -> Joyeux, 24.0000000000000000, 9.0000000000000000, 58.5365853658536537, 20.8333333333333357, 41.4960478484758610, 12.2973652612605076, 22.3817875941727884, 45.3473925590515137, 0.0000000000000000
Joyeux -> Vif, 9.0000000000000000, 24.0000000000000000, 21.9512195121951237, 55.5555555555555571, 31.8909820020374930, 71.4318307661662288, 25.7468067854927725, 45.3473925590515137, 0.0000000000000000
Vif -> Tetu, 24.0000000000000000, 9.0000000000000000, 58.5365853658536537, 12.5000000000000000, 25.3798178090817288, 6.0234328195223341, 11.5551790702700519, 16.1516606807708740, 0.0000000000000000
Tetu -> Vif, 9.0000000000000000, 24.0000000000000000, 21.9512195121951237, 33.3333333333333286, 8.4630196671213298, 34.5199177734521356, 5.7674120089964420, 16.1516606807708740, 0.0000000000000000
Vif -> Bon, 24.0000000000000000, 9.0000000000000000, 58.5365853658536537, 12.5000000000000000, 25.3798178090817288, 6.0234328195223341, 11.5551790702700519, 16.1516606807708740, 0.0000000000000000
Bon -> Vif, 9.0000000000000000, 24.0000000000000000, 21.9512195121951237, 33.3333333333333286, 8.4630196671213298, 34.5199177734521356, 5.7674120089964420, 16.1516606807708740, 0.0000000000000000
Vif -> Blanc, 24.0000000000000000, 9.0000000000000000, 58.5365853658536537, 20.8333333333333357, 41.4960478484758610, 12.2973652612605076, 22.3817875941727884, 45.3473925590515137, 0.0000000000000000
Blanc -> Vif, 9.0000000000000000, 24.0000000000000000, 21.9512195121951237, 55.5555555555555571, 31.8909820020374930, 71.4318307661662288, 25.7468067854927725, 45.3473925590515137, 0.0000000000000000
Vif -> Stupide, 24.0000000000000000, 9.0000000000000000, 58.5365853658536537, 16.6666666666666643, 32.9778931131054804, 8.9016770566079728, 16.4889465565527402, 29.0280103683471680, 0.0000000000000000
Stupide -> Vif, 9.0000000000000000, 24.0000000000000000, 21.9512195121951237, 44.4444444444444429, 17.4466743970515878, 50.4306838272508529, 13.0572015425315637, 29.0280103683471680, 0.0000000000000000
Vif -> Paresseux, 24.0000000000000000, 8.0000000000000000, 58.5365853658536537, 8.3333333333333321, 22.8831904347025485, 3.8691485997160213, 9.3420233753263382, 10.7525542378425598, 0.0000000000000000
Paresseux -> Vif, 8.0000000000000000, 24.0000000000000000, 19.5121951219512191, 25.0000000000000000, 5.2103060508449701, 25.3489960463980921, 3.3043358133268903, 10.7525542378425598, 0.0000000000000000
Vif -> Poilu, 24.0000000000000000, 8.0000000000000000, 58.5365853658536537, 12.5000000000000000, 29.9731583546501419, 6.4174273132842048, 13.8397051574302381, 21.8375802040100098, 0.0000000000000000
Poilu -> Vif, 8.0000000000000000, 24.0000000000000000, 19.5121951219512191, 37.5000000000000000, 11.9185869440014862, 41.0030731645374047, 8.5490068886142279, 21.8375802040100098, 0.0000000000000000
Vif -> Petit, 24.0000000000000000, 8.0000000000000000, 58.5365853658536537, 20.8333333333333357, 46.8260061323791135, 12.9686537910704249, 25.5317352432442526, 55.8245062828063965, 0.0000000000000000
Petit -> Vif, 8.0000000000000000, 24.0000000000000000, 19.5121951219512191, 62.5000000000000000, 42.3430490440948972, 79.1100873635225668, 35.8650887995829493, 55.8245062828063965, 0.0000000000000000
Vif -> Solitaire, 24.0000000000000000, 8.0000000000000000, 58.5365853658536537, 20.8333333333333357, 46.8260061323791135, 12.9686537910704249, 25.5317352432442526, 55.8245062828063965, 0.0000000000000000
Solitaire -> Vif, 8.0000000000000000, 24.0000000000000000, 19.5121951219512191, 62.5000000000000000, 42.3430490440948972, 79.1100873635225668, 35.8650887995829493, 55.8245062828063965, 0.0000000000000000
Vif -> Dur, 24.0000000000000000, 8.0000000000000000, 58.5365853658536537, 16.6666666666666643, 38.0478440412571288, 9.4287008817127855, 19.2597033370761395, 37.6159071922302246, 0.0000000000000000
Dur -> Vif, 8.0000000000000000, 24.0000000000000000, 19.5121951219512191, 50.0000000000000000, 24.0526832654463618, 62.4211590041573032, 18.9138369664697485, 37.6159071922302246, 0.0000000000000000
Vif -> Flamboyant, 24.0000000000000000, 8.0000000000000000, 58.5365853658536537, 29.1666666666666679, 64.8538284990782614, 22.2059350338348693, 39.7702965219982332, 85.7855141162872314, 0.0000000000000000
Flamboyant -> Vif, 8.0000000000000000, 24.0000000000000000, 19.5121951219512191, 87.5000000000000000, 84.3468107662983329, 90.9067760379489727, 80.3504743038535878, 85.7855141162872314, 0.0000000000000000
Vif -> Lent, 24.0000000000000000, 7.0000000000000000, 58.5365853658536537, 12.5000000000000000, 34.8068984917040112, 6.7989230151835196, 16.2745481203512306, 29.3837577104568481, 0.0000000000000000
Lent -> Vif, 7.0000000000000000, 24.0000000000000000, 17.0731707317073180, 42.8571428571428541, 16.8618603225475390, 49.4967781651245033, 12.7580675963645689, 29.3837577104568481, 0.0000000000000000
Vif -> Gros, 24.0000000000000000, 7.0000000000000000, 58.5365853658536537, 16.6666666666666643, 43.2241244604423045, 9.9428110583089691, 22.1233388955765236, 48.0779856443405151, 0.0000000000000000
Gros -> Vif, 7.0000000000000000, 24.0000000000000000, 17.0731707317073180, 57.1428571428571388, 33.0922117927207751, 74.5632797637008906, 27.4085500635257873, 48.0779856443405151, 0.0000000000000000
Vif -> Franc, 24.0000000000000000, 7.0000000000000000, 58.5365853658536537, 16.6666666666666643, 43.2241244604423045, 9.9428110583089691, 22.1233388955765236, 48.0779856443405151, 0.0000000000000000
Franc -> Vif, 7.0000000000000000, 24.0000000000000000, 17.0731707317073180, 57.1428571428571388, 33.0922117927207751, 74.5632797637008906, 27.4085500635257873, 48.0779856443405151, 0.0000000000000000
Vif -> Puant, 24.0000000000000000, 6.0000000000000000, 58.5365853658536537, 12.5000000000000000, 39.7994229534428570, 7.1701707976628963, 18.8199851506934870, 39.2309784889221191, 0.0000000000000000
Puant -> Vif, 6.0000000000000000, 24.0000000000000000, 14.6341463414634134, 50.0000000000000000, 23.9820208359172504, 63.6750773512000805, 19.2109152292512810, 39.2309784889221191, 0.0000000000000000
Vif -> Peureux, 24.0000000000000000, 6.0000000000000000, 58.5365853658536537, 16.6666666666666643, 48.4156969242176558, 10.4478565878014855, 25.0296155399472866, 60.2679729461669922, 0.0000000000000000
Peureux -> Vif, 6.0000000000000000, 24.0000000000000000, 14.6341463414634134, 66.6666666666666572, 45.3054851729035590, 82.8892607531828816, 39.6769751291935933, 60.2679729461669922, 0.0000000000000000
Vif -> Puissant, 24.0000000000000000, 6.0000000000000000, 58.5365853658536537, 12.5000000000000000, 39.7994229534428570, 7.1701707976628963, 18.8199851506934870, 39.2309784889221191, 0.0000000000000000
Puissant -> Vif, 6.0000000000000000, 24.0000000000000000, 14.6341463414634134, 50.0000000000000000, 23.9820208359172504, 63.6750773512000805, 19.2109152292512810, 39.2309784889221191, 0.0000000000000000
Vif -> Harmonieux, 24.0000000000000000, 6.0000000000000000, 58.5365853658536537, 12.5000000000000000, 39.7994229534428570, 7.1701707976628963, 18.8199851506934870, 39.2309784889221191, 0.0000000000000000
Harmonieux -> Vif, 6.0000000000000000, 24.0000000000000000, 14.6341463414634134, 50.0000000000000000, 23.9820208359172504, 63.6750773512000805, 19.2109152292512810, 39.2309784889221191, 0.0000000000000000
Vif -> Mortel, 24.0000000000000000, 5.0000000000000000, 58.5365853658536537, 16.6666666666666643, 53.5359090355031029, 10.9483906089836207, 27.9294085705573636, 73.4766304492950439, 0.0000000000000000
Mortel -> Vif, 5.0000000000000000, 24.0000000000000000, 12.1951219512195124, 80.0000000000000000, 61.3437181110861758, 89.1894998230455087, 57.1426474461913187, 73.4766304492950439, 0.0000000000000000
Vif -> Affectueux, 24.0000000000000000, 5.0000000000000000, 58.5365853658536537, 8.3333333333333321, 36.5610535336403899, 4.6095718975052051, 15.5124278290136441, 29.3994426727294922, 0.0000000000000000
Affectueux -> Vif, 5.0000000000000000, 24.0000000000000000, 12.1951219512195124, 40.0000000000000000, 15.6315566499222633, 46.4000601664182142, 11.8423258076363016, 29.3994426727294922, 0.0000000000000000
Vif -> Propre, 24.0000000000000000, 4.0000000000000000, 58.5365853658536537, 12.5000000000000000, 49.9223873651563537, 7.8915116765100395, 24.0714589731979061, 66.6534662246704102, 0.0000000000000000
Propre -> Vif, 4.0000000000000000, 24.0000000000000000, 9.7560975609756095, 75.0000000000000000, 49.3768279992771824, 87.5141586918140888, 45.2591369694429702, 66.6534662246704102, 0.0000000000000000
Vif -> Noir, 24.0000000000000000, 4.0000000000000000, 58.5365853658536537, 0.0000000000000000, 26.3325233374738339, 0.0000000000000000, 0.0000000000000000, 6.2985599040985107, 0.0000000000000000
Noir -> Vif, 4.0000000000000000, 24.0000000000000000, 9.7560975609756095, 0.0000000000000000, 2.7052373360236026, 0.0000000000000000, 0.0000000000000000, 6.2985599040985107, 0.0000000000000000
Vif -> Gluant, 24.0000000000000000, 4.0000000000000000, 58.5365853658536537, 12.5000000000000000, 49.9223873651563537, 7.8915116765100395, 24.0714589731979061, 66.6534662246704102, 0.0000000000000000
Gluant -> Vif, 4.0000000000000000, 24.0000000000000000, 9.7560975609756095, 75.0000000000000000, 49.3768279992771824, 87.5141586918140888, 45.2591369694429702, 66.6534662246704102, 0.0000000000000000
Vif -> Grand, 24.0000000000000000, 4.0000000000000000, 58.5365853658536537, 12.5000000000000000, 49.9223873651563537, 7.8915116765100395, 24.0714589731979061, 66.6534662246704102, 0.0000000000000000
Grand -> Vif, 4.0000000000000000, 24.0000000000000000, 9.7560975609756095, 75.0000000000000000, 49.3768279992771824, 87.5141586918140888, 45.2591369694429702, 66.6534662246704102, 0.0000000000000000
Vif -> Long, 24.0000000000000000, 4.0000000000000000, 58.5365853658536537, 12.5000000000000000, 49.9223873651563537, 7.8915116765100395, 24.0714589731979061, 66.6534662246704102, 0.0000000000000000
Long -> Vif, 4.0000000000000000, 24.0000000000000000, 9.7560975609756095, 75.0000000000000000, 49.3768279992771824, 87.5141586918140888, 45.2591369694429702, 66.6534662246704102, 0.0000000000000000
