hyp -> con,       occurrence(hyp),     occurrence(con),      support(rule),       confidence,      classical index,         entropic index,     classical simi,       entropic simi
Sepal.Length.1 -> Petal.Length.2, 46.0000000000000000, 54.0000000000000000, 30.6666666666666643, 13.0434782608695645, 2.5202599989917362, 1.3236491942825426, 0.4729875829070807, 0.0000000000000000
Petal.Length.2 -> Petal.Length.3, 54.0000000000000000, 46.0000000000000000, 36.0000000000000000, 0.0000000000000000, 0.3400862216949463, 0.0000000000000000, 0.0023579610569868, 0.0000000000000000
Petal.Length.3 -> Petal.Length.2, 46.0000000000000000, 54.0000000000000000, 30.6666666666666643, 0.0000000000000000, 0.1722509920979443, 0.0000000000000000, 0.0023579610569868, 0.0000000000000000
Petal.Length.2 -> Sepal.Width.3, 54.0000000000000000, 37.0000000000000000, 36.0000000000000000, 1.8518518518518516, 2.6703536510467529, 0.8408887518572552, 0.0368248642189428, 0.0000000000000000
Sepal.Width.3 -> Petal.Length.2, 37.0000000000000000, 54.0000000000000000, 24.6666666666666679, 2.7027027027027026, 0.6751668969616986, 0.2434056832232360, 0.0368248642189428, 0.0000000000000000
Sepal.Length.2 -> Petal.Width.2, 53.0000000000000000, 52.0000000000000000, 35.3333333333333357, 60.3773584905660385, 99.1093659488885379, 82.2525531135071759, 99.9261081218719482, 0.0000000000000000
Petal.Width.2 -> Sepal.Length.2, 52.0000000000000000, 53.0000000000000000, 34.6666666666666714, 61.5384615384615401, 99.2037720156725982, 82.9362876881325093, 99.9261081218719482, 0.0000000000000000
Sepal.Length.2 -> Sepal.Length.3, 53.0000000000000000, 51.0000000000000000, 35.3333333333333357, 0.0000000000000000, 0.1156508922576904, 0.0000000000000000, 0.0010937086699414, 0.0000000000000000
Sepal.Length.3 -> Sepal.Length.2, 51.0000000000000000, 53.0000000000000000, 34.0000000000000000, 0.0000000000000000, 0.0851094722747803, 0.0000000000000000, 0.0010937086699414, 0.0000000000000000
Sepal.Length.2 -> Petal.Length.1, 53.0000000000000000, 50.0000000000000000, 35.3333333333333357, 18.8679245283018879, 8.8088211025368341, 5.0444931490192770, 3.4074567258358002, 0.0000000000000000
Petal.Length.1 -> Sepal.Length.2, 50.0000000000000000, 53.0000000000000000, 33.3333333333333286, 20.0000000000000000, 7.9324718035330921, 4.6445304694032918, 3.4074567258358002, 0.0000000000000000
Sepal.Length.2 -> Petal.Width.1, 53.0000000000000000, 50.0000000000000000, 35.3333333333333357, 18.8679245283018879, 8.8088211025368341, 5.0444931490192770, 3.4074567258358002, 0.0000000000000000
Petal.Width.1 -> Sepal.Length.2, 50.0000000000000000, 53.0000000000000000, 33.3333333333333286, 20.0000000000000000, 7.9324718035330921, 4.6445304694032918, 3.4074567258358002, 0.0000000000000000
Sepal.Length.2 -> Petal.Width.3, 53.0000000000000000, 48.0000000000000000, 35.3333333333333357, 20.7547169811320771, 14.1596240063253216, 8.3698696569471895, 7.3918268084526062, 0.0000000000000000
Petal.Width.3 -> Sepal.Length.2, 48.0000000000000000, 53.0000000000000000, 32.0000000000000000, 22.9166666666666643, 12.4769967552892496, 7.6558391998507096, 7.3918268084526062, 0.0000000000000000
Sepal.Length.2 -> Sepal.Width.1, 53.0000000000000000, 47.0000000000000000, 35.3333333333333357, 49.0566037735849036, 93.4772047342557073, 72.5060387190518867, 98.9417850971221924, 0.0000000000000000
Sepal.Width.1 -> Sepal.Length.2, 47.0000000000000000, 53.0000000000000000, 31.3333333333333357, 55.3191489361702153, 95.2660635422781610, 77.2978754256356382, 98.9417850971221924, 0.0000000000000000
Sepal.Length.2 -> Sepal.Length.1, 53.0000000000000000, 46.0000000000000000, 35.3333333333333357, 0.0000000000000000, 0.3667712211608887, 0.0000000000000000, 0.0027719588615582, 0.0000000000000000
Sepal.Length.1 -> Sepal.Length.2, 46.0000000000000000, 53.0000000000000000, 30.6666666666666643, 0.0000000000000000, 0.2093385091351485, 0.0000000000000000, 0.0027719588615582, 0.0000000000000000
Sepal.Length.2 -> Petal.Length.3, 53.0000000000000000, 46.0000000000000000, 35.3333333333333357, 16.9811320754716988, 10.3066252851741087, 5.7661724205147280, 3.5997737199068069, 0.0000000000000000
Petal.Length.3 -> Sepal.Length.2, 46.0000000000000000, 53.0000000000000000, 30.6666666666666643, 19.5652173913043477, 8.1485576236829722, 4.8061441183764062, 3.5997737199068069, 0.0000000000000000
Sepal.Length.2 -> Sepal.Width.3, 53.0000000000000000, 37.0000000000000000, 35.3333333333333357, 22.6415094339622662, 39.2170776932634553, 24.1693564046375080, 38.3289426565170288, 0.0000000000000000
Sepal.Width.3 -> Sepal.Length.2, 37.0000000000000000, 53.0000000000000000, 24.6666666666666679, 32.4324324324324351, 36.2389210203824561, 25.3840158065331849, 38.3289426565170288, 0.0000000000000000
Petal.Width.2 -> Sepal.Length.3, 52.0000000000000000, 51.0000000000000000, 34.6666666666666714, 28.8461538461538431, 28.6766137483156953, 18.6955811346368890, 26.1940896511077881, 0.0000000000000000
Sepal.Length.3 -> Petal.Width.2, 51.0000000000000000, 52.0000000000000000, 34.0000000000000000, 29.4117647058823550, 28.4001850978842008, 18.6527489379564457, 26.1940896511077881, 0.0000000000000000
Petal.Width.2 -> Petal.Length.1, 52.0000000000000000, 50.0000000000000000, 34.6666666666666714, 0.0000000000000000, 0.1620471477508545, 0.0000000000000000, 0.0015691159205744, 0.0000000000000000
Petal.Length.1 -> Petal.Width.2, 50.0000000000000000, 52.0000000000000000, 33.3333333333333286, 0.0000000000000000, 0.1211941242218018, 0.0000000000000000, 0.0015691159205744, 0.0000000000000000
Petal.Width.2 -> Petal.Width.1, 52.0000000000000000, 50.0000000000000000, 34.6666666666666714, 0.0000000000000000, 0.1620471477508545, 0.0000000000000000, 0.0015691159205744, 0.0000000000000000
Petal.Width.1 -> Petal.Width.2, 50.0000000000000000, 52.0000000000000000, 33.3333333333333286, 0.0000000000000000, 0.1211941242218018, 0.0000000000000000, 0.0015691159205744, 0.0000000000000000
Petal.Width.2 -> Petal.Width.3, 52.0000000000000000, 48.0000000000000000, 34.6666666666666714, 0.0000000000000000, 0.2568542957305908, 0.0000000000000000, 0.0022605847334489, 0.0000000000000000
Petal.Width.3 -> Petal.Width.2, 48.0000000000000000, 52.0000000000000000, 32.0000000000000000, 0.0000000000000000, 0.1482129096984863, 0.0000000000000000, 0.0022605847334489, 0.0000000000000000
Petal.Width.2 -> Sepal.Width.1, 52.0000000000000000, 47.0000000000000000, 34.6666666666666714, 57.6923076923076863, 99.0433039363160219, 81.2861483773960742, 99.9657630920410156, 0.0000000000000000
Sepal.Width.1 -> Petal.Width.2, 47.0000000000000000, 52.0000000000000000, 31.3333333333333357, 63.8297872340425556, 99.4794924754664152, 84.7820953815354557, 99.9657630920410156, 0.0000000000000000
Petal.Width.2 -> Sepal.Length.1, 52.0000000000000000, 46.0000000000000000, 34.6666666666666714, 9.6153846153846168, 3.2634872842065898, 1.5636299094811239, 0.3060450777411461, 0.0000000000000000
Sepal.Length.1 -> Petal.Width.2, 46.0000000000000000, 52.0000000000000000, 30.6666666666666643, 10.8695652173913047, 2.2656518442259577, 1.1360786860098082, 0.3060450777411461, 0.0000000000000000
Petal.Width.2 -> Petal.Length.3, 52.0000000000000000, 46.0000000000000000, 34.6666666666666714, 9.6153846153846168, 3.2634872842065898, 1.5636299094811239, 0.3060450777411461, 0.0000000000000000
Petal.Length.3 -> Petal.Width.2, 46.0000000000000000, 52.0000000000000000, 30.6666666666666643, 10.8695652173913047, 2.2656518442259577, 1.1360786860098082, 0.3060450777411461, 0.0000000000000000
Petal.Width.2 -> Sepal.Width.3, 52.0000000000000000, 37.0000000000000000, 34.6666666666666714, 1.9230769230769231, 2.9406487941741943, 0.9424767270340534, 0.0479679438285530, 0.0000000000000000
Sepal.Width.3 -> Petal.Width.2, 37.0000000000000000, 52.0000000000000000, 24.6666666666666679, 2.7027027027027026, 0.9106656701806104, 0.3293062227863121, 0.0479679438285530, 0.0000000000000000
Sepal.Length.3 -> Petal.Length.1, 51.0000000000000000, 50.0000000000000000, 34.0000000000000000, 0.0000000000000000, 0.1775801181793213, 0.0000000000000000, 0.0018700395230553, 0.0000000000000000
Petal.Length.1 -> Sepal.Length.3, 50.0000000000000000, 51.0000000000000000, 33.3333333333333286, 0.0000000000000000, 0.1541674137115479, 0.0000000000000000, 0.0018700395230553, 0.0000000000000000
Sepal.Length.3 -> Petal.Width.1, 51.0000000000000000, 50.0000000000000000, 34.0000000000000000, 0.0000000000000000, 0.1775801181793213, 0.0000000000000000, 0.0018700395230553, 0.0000000000000000
Petal.Width.1 -> Sepal.Length.3, 50.0000000000000000, 51.0000000000000000, 33.3333333333333286, 0.0000000000000000, 0.1541674137115479, 0.0000000000000000, 0.0018700395230553, 0.0000000000000000
Sepal.Length.3 -> Petal.Width.3, 51.0000000000000000, 48.0000000000000000, 34.0000000000000000, 70.5882352941176521, 99.9857069730252022, 88.0746189928713790, 99.9999463558197021, 0.0000000000000000
Petal.Width.3 -> Sepal.Length.3, 48.0000000000000000, 51.0000000000000000, 32.0000000000000000, 75.0000000000000000, 99.9941680024397073, 90.0971392545994831, 99.9999463558197021, 0.0000000000000000
Sepal.Length.3 -> Sepal.Width.1, 51.0000000000000000, 47.0000000000000000, 34.0000000000000000, 27.4509803921568647, 32.9172477932415575, 21.3176662872396392, 31.0190767049789429, 0.0000000000000000
Sepal.Width.1 -> Sepal.Length.3, 47.0000000000000000, 51.0000000000000000, 31.3333333333333357, 29.7872340425531910, 31.9471870891611118, 21.3263903818283147, 31.0190767049789429, 0.0000000000000000
Sepal.Length.3 -> Sepal.Length.1, 51.0000000000000000, 46.0000000000000000, 34.0000000000000000, 0.0000000000000000, 0.4267394542694092, 0.0000000000000000, 0.0038324997149175, 0.0000000000000000
Sepal.Length.1 -> Sepal.Length.3, 46.0000000000000000, 51.0000000000000000, 30.6666666666666643, 0.0000000000000000, 0.3047848214584148, 0.0000000000000000, 0.0038324997149175, 0.0000000000000000
Sepal.Length.3 -> Petal.Length.3, 51.0000000000000000, 46.0000000000000000, 34.0000000000000000, 72.5490196078431353, 99.9961142045592624, 89.0109227790237156, 99.9999940395355225, 0.0000000000000000
Petal.Length.3 -> Sepal.Length.3, 46.0000000000000000, 51.0000000000000000, 30.6666666666666643, 80.4347826086956559, 99.9994493114448630, 92.4720339541629670, 99.9999940395355225, 0.0000000000000000
Sepal.Length.3 -> Sepal.Width.3, 51.0000000000000000, 37.0000000000000000, 34.0000000000000000, 7.8431372549019605, 7.5185680110589796, 3.4783554445906417, 0.7780294865369797, 0.0000000000000000
Sepal.Width.3 -> Sepal.Length.3, 37.0000000000000000, 51.0000000000000000, 24.6666666666666679, 10.8108108108108105, 3.8338885022749847, 1.9864664318395033, 0.7780294865369797, 0.0000000000000000
Petal.Length.1 -> Petal.Width.1, 50.0000000000000000, 50.0000000000000000, 33.3333333333333286, 100.0000000000000000, 99.9999999999996732, 99.9999999999996732, 100.0000000000000000, 0.0000000000000000
Petal.Width.1 -> Petal.Length.1, 50.0000000000000000, 50.0000000000000000, 33.3333333333333286, 100.0000000000000000, 99.9999999999996732, 99.9999999999996732, 100.0000000000000000, 0.0000000000000000
Petal.Length.1 -> Petal.Width.3, 50.0000000000000000, 48.0000000000000000, 33.3333333333333286, 0.0000000000000000, 0.3035068511962891, 0.0000000000000000, 0.0031686035072198, 0.0000000000000000
Petal.Width.3 -> Petal.Length.1, 48.0000000000000000, 50.0000000000000000, 32.0000000000000000, 0.0000000000000000, 0.2338945865631104, 0.0000000000000000, 0.0031686035072198, 0.0000000000000000
Petal.Length.1 -> Sepal.Width.1, 50.0000000000000000, 47.0000000000000000, 33.3333333333333286, 2.0000000000000000, 0.6156027317047119, 0.1969913566000004, 0.0105530256405473, 0.0000000000000000
Sepal.Width.1 -> Petal.Length.1, 47.0000000000000000, 50.0000000000000000, 31.3333333333333357, 2.1276595744680851, 0.5328347039454284, 0.1744481943160261, 0.0105530256405473, 0.0000000000000000
Petal.Length.1 -> Sepal.Length.1, 50.0000000000000000, 46.0000000000000000, 33.3333333333333286, 80.0000000000000000, 99.9999158196979607, 92.2137661718819430, 100.0000000000000000, 0.0000000000000000
Sepal.Length.1 -> Petal.Length.1, 46.0000000000000000, 50.0000000000000000, 30.6666666666666643, 86.9565217391304373, 99.9999931614275823, 95.0840066212737582, 100.0000000000000000, 0.0000000000000000
Petal.Length.1 -> Petal.Length.3, 50.0000000000000000, 46.0000000000000000, 33.3333333333333286, 0.0000000000000000, 0.4603981971740723, 0.0000000000000000, 0.0045074615627527, 0.0000000000000000
Petal.Length.3 -> Petal.Length.1, 46.0000000000000000, 50.0000000000000000, 30.6666666666666643, 0.0000000000000000, 0.3652078932284586, 0.0000000000000000, 0.0045074615627527, 0.0000000000000000
Petal.Length.1 -> Sepal.Width.3, 50.0000000000000000, 37.0000000000000000, 33.3333333333333286, 62.0000000000000000, 99.9390421844369996, 84.6925984717073987, 99.9999940395355225, 0.0000000000000000
Sepal.Width.3 -> Petal.Length.1, 37.0000000000000000, 50.0000000000000000, 24.6666666666666679, 83.7837837837837895, 99.9992107576151028, 94.2038230886337402, 99.9999940395355225, 0.0000000000000000
Petal.Width.1 -> Petal.Width.3, 50.0000000000000000, 48.0000000000000000, 33.3333333333333286, 0.0000000000000000, 0.3035068511962891, 0.0000000000000000, 0.0031686035072198, 0.0000000000000000
Petal.Width.3 -> Petal.Width.1, 48.0000000000000000, 50.0000000000000000, 32.0000000000000000, 0.0000000000000000, 0.2338945865631104, 0.0000000000000000, 0.0031686035072198, 0.0000000000000000
Petal.Width.1 -> Sepal.Width.1, 50.0000000000000000, 47.0000000000000000, 33.3333333333333286, 2.0000000000000000, 0.6156027317047119, 0.1969913566000004, 0.0105530256405473, 0.0000000000000000
Sepal.Width.1 -> Petal.Width.1, 47.0000000000000000, 50.0000000000000000, 31.3333333333333357, 2.1276595744680851, 0.5328347039454284, 0.1744481943160261, 0.0105530256405473, 0.0000000000000000
Petal.Width.1 -> Sepal.Length.1, 50.0000000000000000, 46.0000000000000000, 33.3333333333333286, 80.0000000000000000, 99.9999158196979607, 92.2137661718819430, 100.0000000000000000, 0.0000000000000000
Sepal.Length.1 -> Petal.Width.1, 46.0000000000000000, 50.0000000000000000, 30.6666666666666643, 86.9565217391304373, 99.9999931614275823, 95.0840066212737582, 100.0000000000000000, 0.0000000000000000
Petal.Width.1 -> Petal.Length.3, 50.0000000000000000, 46.0000000000000000, 33.3333333333333286, 0.0000000000000000, 0.4603981971740723, 0.0000000000000000, 0.0045074615627527, 0.0000000000000000
Petal.Length.3 -> Petal.Width.1, 46.0000000000000000, 50.0000000000000000, 30.6666666666666643, 0.0000000000000000, 0.3652078932284586, 0.0000000000000000, 0.0045074615627527, 0.0000000000000000
Petal.Width.1 -> Sepal.Width.3, 50.0000000000000000, 37.0000000000000000, 33.3333333333333286, 62.0000000000000000, 99.9390421844369996, 84.6925984717073987, 99.9999940395355225, 0.0000000000000000
Sepal.Width.3 -> Petal.Width.1, 37.0000000000000000, 50.0000000000000000, 24.6666666666666679, 83.7837837837837895, 99.9992107576151028, 94.2038230886337402, 99.9999940395355225, 0.0000000000000000
Petal.Width.3 -> Sepal.Width.1, 48.0000000000000000, 47.0000000000000000, 32.0000000000000000, 33.3333333333333286, 52.0380081384190092, 36.0284544398292965, 59.7755193710327148, 0.0000000000000000
Sepal.Width.1 -> Petal.Width.3, 47.0000000000000000, 48.0000000000000000, 31.3333333333333357, 34.0425531914893611, 52.0696346538288637, 36.3290972305557318, 59.7755193710327148, 0.0000000000000000
Petal.Width.3 -> Sepal.Length.1, 48.0000000000000000, 46.0000000000000000, 32.0000000000000000, 2.0833333333333330, 0.9589313492580298, 0.3134639388952137, 0.0174469838384539, 0.0000000000000000
Sepal.Length.1 -> Petal.Width.3, 46.0000000000000000, 48.0000000000000000, 30.6666666666666643, 2.1739130434782608, 0.8037646809601839, 0.2668444236139423, 0.0174469838384539, 0.0000000000000000
Petal.Width.3 -> Petal.Length.3, 48.0000000000000000, 46.0000000000000000, 32.0000000000000000, 85.4166666666666572, 99.9999960365434504, 94.4757256565304004, 100.0000000000000000, 0.0000000000000000
Petal.Length.3 -> Petal.Width.3, 46.0000000000000000, 48.0000000000000000, 30.6666666666666643, 89.1304347826086882, 99.9999992323255640, 95.9509753094780962, 100.0000000000000000, 0.0000000000000000
Petal.Width.3 -> Sepal.Width.3, 48.0000000000000000, 37.0000000000000000, 32.0000000000000000, 10.4166666666666679, 11.3254846261568893, 5.7081303987594856, 2.3414921015501022, 0.0000000000000000
Sepal.Width.3 -> Petal.Width.3, 37.0000000000000000, 48.0000000000000000, 24.6666666666666679, 13.5135135135135140, 7.6136995847456816, 4.2015764860333276, 2.3414921015501022, 0.0000000000000000
Sepal.Width.1 -> Sepal.Length.1, 47.0000000000000000, 46.0000000000000000, 31.3333333333333357, 14.8936170212765955, 8.6384764787582835, 4.7530661577020057, 2.5428630411624908, 0.0000000000000000
Sepal.Length.1 -> Sepal.Width.1, 46.0000000000000000, 47.0000000000000000, 30.6666666666666643, 15.2173913043478279, 8.3294684742661111, 4.6188943462346028, 2.5428630411624908, 0.0000000000000000
Sepal.Width.1 -> Petal.Length.3, 47.0000000000000000, 46.0000000000000000, 31.3333333333333357, 34.0425531914893611, 56.4332087578974608, 39.4559637652489812, 66.2000775337219238, 0.0000000000000000
Petal.Length.3 -> Sepal.Width.1, 46.0000000000000000, 47.0000000000000000, 30.6666666666666643, 34.7826086956521721, 56.5343695468351939, 39.8358877569676153, 66.2000775337219238, 0.0000000000000000
Sepal.Width.1 -> Sepal.Width.3, 47.0000000000000000, 37.0000000000000000, 31.3333333333333357, 0.0000000000000000, 2.5158402054627271, 0.0000000000000000, 0.0330994545947760, 0.0000000000000000
Sepal.Width.3 -> Sepal.Width.1, 37.0000000000000000, 47.0000000000000000, 24.6666666666666679, 0.0000000000000000, 1.1605357662728855, 0.0000000000000000, 0.0330994545947760, 0.0000000000000000
Sepal.Length.1 -> Petal.Length.3, 46.0000000000000000, 46.0000000000000000, 30.6666666666666643, 0.0000000000000000, 0.7203637329365242, 0.0000000000000000, 0.0086392203229479, 0.0000000000000000
Petal.Length.3 -> Sepal.Length.1, 46.0000000000000000, 46.0000000000000000, 30.6666666666666643, 0.0000000000000000, 0.7203637329365242, 0.0000000000000000, 0.0086392203229479, 0.0000000000000000
Sepal.Length.1 -> Sepal.Width.3, 46.0000000000000000, 37.0000000000000000, 30.6666666666666643, 45.6521739130434767, 94.5461970575368014, 73.0063250597767137, 99.7920036315917969, 0.0000000000000000
Sepal.Width.3 -> Sepal.Length.1, 37.0000000000000000, 46.0000000000000000, 24.6666666666666679, 56.7567567567567579, 97.1234621087920829, 80.8520211539580060, 99.7920036315917969, 0.0000000000000000
Petal.Length.3 -> Sepal.Width.3, 46.0000000000000000, 37.0000000000000000, 30.6666666666666643, 10.8695652173913047, 12.4014720110400596, 6.3619432949096222, 2.9773432761430740, 0.0000000000000000
Sepal.Width.3 -> Petal.Length.3, 37.0000000000000000, 46.0000000000000000, 24.6666666666666679, 13.5135135135135140, 9.1891250117849044, 5.0820744058430245, 2.9773432761430740, 0.0000000000000000
